mode_count,method,rows,success_rate,empty_intersection_rate,destroyed_episode_rate,mean_regret,mean_cost,refusal_rate,groups,bits,mean_group_size,max_group_size,raw_possible_cases
32,ccsc_6x8,192,1.0,0.0,0.0,0.0047423434746362465,1.0,0.0,25.770833333333332,4.958333333333333,1.288829209360841,2.6197916666666665,168.48958333333334
32,ccsc_8x12,192,1.0,0.0,0.0,0.001238335817162915,1.0,0.0,29.364583333333332,5.0,1.104580565852029,1.8802083333333333,168.48958333333334
32,contact_count,192,0.7688640806678974,0.938151041666667,0.9420966979965942,0.18946371960756422,1.9245436773284108,0.0,1.0,0.0,32.0,32.0,168.48958333333334
32,normal8_mu2,192,0.9989079709375588,0.004162633838421138,0.002817665059008644,0.06874712227501843,1.0043681162497649,0.0,9.822916666666666,3.3333333333333335,3.4873015873015856,4.546875,168.48958333333334
32,raw_mode,192,1.0,0.0,0.0,0.0,1.0,0.0,32.0,5.0,1.0,1.0,168.48958333333334
64,ccsc_4x6,4,1.0,0.0,0.0,0.014003844916127876,1.0,0.0,38.5,5.75,1.8055936943808797,4.5,635.5
64,ccsc_6x8,196,0.9999014040033256,0.0008029483550706976,0.0002756832202388608,0.007339828770858118,1.0003943839866971,0.0,44.63265306122449,5.755102040816326,1.5637057182027052,4.270408163265306,347.25
64,ccsc_8x12,196,0.9999439910397343,0.0014318569838505817,0.00012555118529635582,0.0021221670969938404,1.000224035841063,0.0,54.29081632653061,5.994897959183674,1.2095258558353208,2.811224489795918,347.25
64,ccsc_greedy_6x8,4,0.9996069182389937,0.0029411764705882353,0.0007861635220125787,0.007160387546907431,1.001572327044025,0.0,47.0,5.75,1.525441169110655,3.75,635.5
64,contact_count,196,0.7484535971591297,0.9995748299319729,0.9997020706092656,0.1901337586170163,2.0061856113634833,0.0,1.0,0.0,64.0,64.0,347.25
64,normal16_mu4,4,0.9988207469426517,0.0035145205778893754,0.0027515878757030246,0.023717837266325766,1.0047170122293934,0.0,26.0,4.75,2.6666666666666665,3.75,635.5
64,normal8_mu2,192,0.9979932041173215,0.010364333089186743,0.0063367993663161265,0.09144995847734076,1.0080271835307133,0.0,9.994791666666666,3.3333333333333335,6.891414141414138,8.723958333333334,341.2447916666667
64,normal_8,4,0.9862049304237936,0.05206653225806452,0.03783506504968076,0.09766081955985217,1.0551802783048254,0.0,8.0,3.0,8.0,9.25,635.5
64,prediction_6,4,1.0,0.0,0.0,0.005118723330800067,1.0,0.0,50.5,6.0,1.3065407802249909,3.5,635.5
64,raw_mode,196,1.0,0.0,0.0,0.0,1.0,0.0,64.0,6.0,1.0,1.0,347.25
64,safe_refusal_ccsc,4,0.9984326018808778,0.0020161290322580645,0.001567398119122257,0.01080991103305316,1.006269592476489,0.001567398119122257,43.75,5.75,1.8066029830735713,4.0,635.5
128,ccsc_4x6,4,0.9992063487064429,0.0032210622255364986,0.002381583762650392,0.025785387558226656,1.0031746051742285,0.0,54.75,6.0,2.3700313916986397,6.5,1262.0
128,ccsc_6x8,4,0.999801429706116,0.0007668711656441718,0.0005957108816521049,0.010425300300473032,1.0007942811755361,0.0,83.5,7.0,1.5620040658403829,4.0,1262.0
128,ccsc_8x12,4,0.9998017446471055,0.0019083969465648854,0.0003965107057890563,0.005048247460854702,1.000793021411578,0.0,103.0,7.0,1.2604161972932737,3.5,1262.0
128,ccsc_greedy_6x8,4,0.9986137777791153,0.005282246607975342,0.002970699794663906,0.01069707683877065,1.0055448888835388,0.0,83.5,7.0,1.5651359877329694,4.25,1262.0
128,contact_count,4,0.7284113567329776,1.0,1.0,0.20572709946081907,2.0863545730680895,0.0,1.0,0.0,128.0,128.0,1262.0
128,normal16_mu4,4,0.9974237728759283,0.008805643122263224,0.0065393056023359385,0.03619236950815152,1.0103049084962867,0.0,29.75,5.0,4.365591397849462,6.0,1262.0
128,normal_8,4,0.9851290878521793,0.08684910414333706,0.0594776955609651,0.11376495082000375,1.0594836485912824,0.0,8.0,3.0,16.0,17.0,1262.0
128,prediction_6,4,0.9994050760964861,0.0031137353346195433,0.0015869883947958775,0.01019033065922648,1.0023796956140556,0.0,89.75,7.0,1.4374460023329185,4.75,1262.0
128,raw_mode,4,1.0,0.0,0.0,0.0,1.0,0.0,128.0,7.0,1.0,1.0,1262.0
128,safe_refusal_ccsc,4,0.9994042891183479,0.0007668711656441718,0.0005957108816521049,0.010532162281029525,1.0023828435266084,0.0005957108816521049,83.5,7.0,1.5620040658403829,4.0,1262.0
256,ccsc_4x6,4,0.9970476184666504,0.012898657012205514,0.011315774399584113,0.03329916194031245,1.0118095261333986,0.0,59.0,6.5,4.538794015196636,14.25,2539.5
256,ccsc_6x8,4,0.9990156657051893,0.004039502661738919,0.0035430941891950525,0.014618552237895684,1.0039373371792428,0.0,103.5,7.25,2.631153177988244,10.5,2539.5
256,ccsc_8x12,4,0.9991141679762268,0.004493856373836385,0.0026565652064648444,0.007882343015239846,1.003543328095093,0.0,150.25,7.5,1.8586281443424302,8.75,2539.5
256,ccsc_greedy_6x8,4,0.9981291385589568,0.006804229923770406,0.006595208103979955,0.014153788870291006,1.0074834457641728,0.0,101.75,7.5,2.7621537225883306,9.5,2539.5
256,contact_count,4,0.7235725335620915,1.0,1.0,0.2072841801176088,2.105709865751634,0.0,1.0,0.0,256.0,256.0,2539.5
256,normal16_mu4,4,0.9951775338641354,0.024825825539225042,0.01869598260313336,0.04276166943481176,1.0192898645434583,0.0,27.5,5.0,9.575757575757576,13.75,2539.5
256,normal_8,4,0.9753739707374187,0.16255816140124651,0.10853582950388012,0.11091836967949822,1.0985041170503254,0.0,8.0,3.0,32.0,33.75,2539.5
256,prediction_6,4,0.9988186601890349,0.00552285019529517,0.003347788431731635,0.013524471254743903,1.0047253592438605,0.0,125.0,7.5,2.164973460867341,10.25,2539.5
256,raw_mode,4,1.0,0.0,0.0,0.0,1.0,0.0,256.0,8.0,1.0,1.0,2539.5
256,safe_refusal_ccsc,4,0.996456905810805,0.004039502661738919,0.0035430941891950525,0.0152932245360786,1.0141723767567803,0.0035430941891950525,103.5,7.25,2.631153177988244,10.5,2539.5
